key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-228915456,Homing and site fidelity in the greasy grouper Epinephelus tauvina (Serranidae) within a Marine protected area in coastal Kenya,2004,,,MARINE ECOLOGY PROGRESS SERIES,"[""0171-8630"", ""1616-1599     J9  - MAR ECOL PROG SER     JI  - Mar. Ecol.-Prog. Ser.""]",277,,245-251,"Kaunda-Arara, B and Rose, GA",,English,,"[""Moi Univ, Dept Fisheries, Eldoret, Kenya"", ""Mem Univ Newfoundland, Inst Marine, St John, NF A1C 5R3, Canada""]","Homing ability and site-fidelity in the greasy grouper Epinephelus tauvina (Serranidae) were studied at Malindi Marine Park (6.3 km(2)), coastal Kenya, from January to April 2002 using acoustic telemetry. Displacement experiments involving 12 groupers (mean size 57.9 cm) from multiple capture sites resulted in a 67 % homing success. Upon release at displacement sites (0.5 to 2.6 km from the point of capture), most initial movements were small-scale and non-directional. Neither the tidal range nor time of day influenced the magnitude of these daily movements. Returns to the capture sites were sudden, occurring predominantly (88 %) on spring tide dates. Fish displaced at the spring tide returned to capture sites faster (8.6 d) than those displaced at the neap tide (14.3 d). Time taken to return to capture sites ranged from 4 to 19 d (mean 9.6 d) and was not correlated with distance of displacement. However, time taken for the fish to home was negatively correlated with tidal range at displacement. Home ranges established after homing (0.07 to 0.73 km(2)) were stable and negatively correlated with fish size, suggesting an ontogenetic shift in home range development.","Times Cited in Web of Science Core Collection:  34     Total Times Cited:  42     Cited Reference Count:  29 | RAYYAN-INCLUSION: {""Bruna""=>""Included""} | RAYYAN-LABELS: MPA,Reef-associated",10.3354/meps277245     WE  - Science Citation Index Expanded (SCI-EXPANDED),Marine reserves;coral reefs;spring tides;home range;MOVEMENTS;AGGREGATIONS;BEHAVIOR;COD,,
rayyan-228915458,"Home range size and use of space by Bermuda chub Kyphosus sectatrix (L.) in two marine reserves in the Soufriere Marine Management Area, St Lucia, West Indies",2001,12,,JOURNAL OF FISH BIOLOGY,"[""0022-1112"", ""1095-8649     J9  - J FISH BIOL     JI  - J. Fish Biol.""]",59,,129-151,"Eristhee, N and Oxenford, HA",,English,,"[""Univ W Indies, Marine Resource & Environm Management Program, Bridgetown, Barbados"", ""ICLARM CEPO, Tortola, British Virgin, England""]","Marine reserves (MRs) are expected to conserve fish biodiversity and enhance fisheries production of surrounding areas through export of adult fish biomass. However, the extent to which these benefits occur is dependent on movement patterns of fish, for which there is a paucity of data, particularly for coral reef species. Eleven adult Kyphosus sectatrix were tracked [five in the Grand Caille marine reserve (MR) and six in the Petit Piton MR within the Soufriere Marine Management Area, St Lucia] from February to April 1999, using acoustic telemetry. Average number of days over which fish were tracked was 21.5 (range 5-51). Home range size of individuals, temporal use of space within the home range, and permeability of MR and habitat boundaries to fish movement were examined. Average minimum home range area of K. sectatrix was not significantly different between Grand Caille (30 514 m(2)) and Petit Piton (39 114 m(2)). However, the shape of home ranges was conspicuously different between the sites and reflected available reef shape, Individual home ranges overlapped strongly with those of other individuals at the same site, and use of space within the home range was generally restricted to a small number of preferred sites. Preferred sites were often shared among individuals and tended to be occupied at a specific time of day, with some sites were preferred in the morning and or afternoon, whilst others preferred during the middle of the day. Fidelity to a single sleeping-shelter site was high at night. MR boundaries over contiguous reef at Grand Caille were frequently crossed with individuals spending, on average, 63% of their time (range 37-94) outside the MR. This demonstrates the need for the MR boundary at this site to be implemented farther offshore to encompass the reef, if the MR is to better protect K sectatrix. At Petit Piton, where MR boundaries effectively encompass available reef, K sectatrix spent, on average, only 11% of their time (range 0-40) outside the protected area. At Grand Caille boundaries were crossed more readily (individuals spent an average of 18% of their time off reef) than at Petit Piton where individuals spent an average of 0.7% of their time off reef. (C) 2001 The Fisheries Society of the British Isles.","Times Cited in Web of Science Core Collection:  82     Total Times Cited:  97     Cited Reference Count:  51 | RAYYAN-INCLUSION: {""Bruna""=>""Included""} | RAYYAN-LABELS: MPA",10.1006/jfbi.2001.1754     WE  - Science Citation Index Expanded (SCI-EXPANDED)     WE  - Conference Proceedings Citation Index - Science (CPCI-S),reef fish movement;Kyphosus sectatrix;Bermuda chub;home range;marine reserves;marine protected areas;telemetry;Caribbean;FISHERIES;MOVEMENTS;PATTERNS;BARBADOS;SYSTEM,,
rayyan-228915459,"Movement patterns, habitat utilization, home range size and site fidelity of whitesaddle goatfish, Parupeneus porphyreus, in a marine reserve",2000,11,,ENVIRONMENTAL BIOLOGY OF FISHES,0378-1909     J9  - ENVIRON BIOL FISH     JI  - Environ. Biol. Fishes,59,3,235-242,"Meyer, CG and Holland, KN and Wetherbee, BM and Lowe, CG",,English,,"[""Univ Hawaii Manoa, Dept Zool, Honolulu, HI 96822 USA"", ""Univ Hawaii Manoa, Hawaii Inst Marine Biol, Kaneohe, HI 96744 USA"", ""NOAA, Natl Marine Fisheries Serv, NESC, Narragansett, RI 02882 USA"", ""Calif State Univ Long Beach, Long Beach, CA 90840 USA""]","Suitability of small (< 1 km(2)) marine reserves for protecting a commercially important endemic Hawaiian goatfish, Parupeneus porphyreus, was examined by quantifying goatfish habitat use, home range size and site fidelity in an existing marine reserve (Coconut Island in Kaneohe Bay, Hawaii). Five goatfish equipped with acoustic transmitters were tracked for up to 93 h each over 3-14 days. Daytime habitat use patterns of two of these fish were continuously monitored for one month using a fixed hydrophone hardwired to an onshore computer. Acoustically tagged fish showed consistent diel patterns of behavior, refuging in holes in the reef by day and moving over extensive areas of sand and coral rubble habitat at night. Remote monitoring of daytime habitat use by two goatfish revealed that the same daytime refuge was used by both fish for at least one month (the battery life of the transmitters). Home ranges of all fish were within the boundaries of the Coconut Island reserve suggesting that even small areas containing suitable habitat can make effective reserves for this species. A relatively low abundance of reproductive size P. porphyreus at Coconut Island in comparison with deeper areas may indicate an ontogenetic shift to deeper habitat in this species.","Times Cited in Web of Science Core Collection:  130     Total Times Cited:  154     Cited Reference Count:  26 | RAYYAN-INCLUSION: {""Bruna""=>""Included""}",10.1023/A:1007664813814     WE  - Science Citation Index Expanded (SCI-EXPANDED),coral reef fishes;diel behavior patterns;acoustic telemetry;remote monitoring;hardwired array;management tools;FISHERIES CONSERVATION ZONE;MANAGEMENT;FRENCH;GRUNTS;HAWAII,,
rayyan-229958633,Restricted grouper reproductive migrations support community-based management,2016,3,,ROYAL SOCIETY OPEN SCIENCE,2054-5703     J9  - ROY SOC OPEN SCI     JI  - R. Soc. Open Sci.,3,3,,"Waldie, PA and Almany, GR and Sinclair-Taylor, TH and Hamilton, RJ and Potuku, T and Priest, MA and Rhodes, KL and Robinson, J and Cinner, JE and Berumen, ML",,English,,"[""James Cook Univ, Australian Res Council, Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, Australia"", ""UPVD, CNRS, EPHE, CRIOBE,USR 3278, 58 Ave Paul Alduy, F-66860 Perpignan, France"", ""Lab Excellence CORAIL, 58 Ave Paul Alduy, F-66860 Perpignan, France"", ""King Abdullah Univ Sci & Technol, Div Biol & Environm Sci & Engn, Red Sea Res Ctr, Thuwal 23955, Saudi Arabia"", ""Nature Conservancy, Indopacific Div, South Brisbane, Australia"", ""Nature Conservancy, Kavieng Field Off, Kavieng, Papua N Guinea"", ""Univ Queensland, Marine Spatial Ecol Lab, St Lucia, Qld 4072, Australia"", ""Univ Queensland, Sch Biol Sci, Australian Res Council, Ctr Excellence Coral Reef Studies, St Lucia, Qld 4072, Australia"", ""MarAlliance, POB 283, San Pedro, Ambergris Caye, Belize""]","Conservation commonly requires trade-offs between social and ecological goals. For tropical small-scale fisheries, spatial scales of socially appropriate management are generally small-the median no-take locally managed marine area (LMMA) area throughout the Pacific is less than 1 km(2). This is of particular concern for large coral reef fishes, such as many species of grouper, which migrate to aggregations to spawn. Current data suggest that the catchment areas (i.e. total area from which individuals are drawn) of such aggregations are at spatial scales that preclude effective community-based management with no-take LMMAs. We used acoustic telemetry and tag-returns to examine reproductive migrations and catchment areas of the grouper Epinephelus fuscoguttatus at a spawning aggregation in Papua New Guinea. Protection of the resultant catchment area of approximately 16 km(2) using a no-take LMMA is socially untenable here and throughout much of the Pacific region. However, we found that spawning migrations were skewed towards shorter distances. Consequently, expanding the current 0.2 km(2) no-take LMMA to 1-2 km(2) would protect approximately 30-50% of the spawning population throughout the non-spawning season. Contrasting with current knowledge, our results demonstrate that species with moderate reproductive migrations can be managed at scales congruous with spatially restricted management tools.","Times Cited in Web of Science Core Collection:  11     Total Times Cited:  11     Cited Reference Count:  41 | RAYYAN-INCLUSION: {""Bruna""=>""Included""} | RAYYAN-LABELS: MPA,Spawning,Full text checked",10.1098/rsos.150694     WE  - Science Citation Index Expanded (SCI-EXPANDED),fish spawning aggregation;Epinephelidae;movement ecology;marine protected areas;acoustic telemetry;marine reserve;MARINE PROTECTED AREAS;BROWN-MARBLED GROUPER;EPINEPHELUS-FUSCOGUTTATUS;REEF;FISHERY;VULNERABILITY;COMANAGEMENT;RECOVERY;MOVEMENT,,
rayyan-229958648,Multiyear Tracking of Nassau Grouper Spawning Migrations,2016,,,MARINE AND COASTAL FISHERIES,1942-5120     J9  - MAR COAST FISH     JI  - Mar. Coast. Fish.,8,1,522-535,"Dahlgren, CP and Buch, K and Rechisky, E and Hixon, MA",,English,,"[""Perry Inst Marine Sci, 247 High Country Rd, Waitsfield, VT 05673 USA"", ""Bahamas Natl Trust, Dept Sci & Policy, POB N-4105, Nassau, Bahamas"", ""Oregon State Univ, Res Off, A312 Kerr Adm Bldg, Corvallis, OR 97331 USA"", ""Kintama Res Serv, 10-1850 Northfield Rd, Nanaimo, BC V9S 3B3, Canada"", ""Univ Hawaii Manoa, Dept Biol, 2538 McCarthy Mall,Edmondson Hall Room 216, Honolulu, HI 96822 USA""]","An understanding of temporal patterns of migration and spatial connectivity between home ranges and spawning sites is necessary for effective management of species that form transient spawning aggregations. The Nassau Grouper Epinephelus striatus is a Caribbean coral reef fish that displays such spawning aggregations, which have been overfished to the point of threatening the species. Using acoustic telemetry, we examined the size at which Nassau Grouper migrate to spawning aggregations, the timing of migrations, and the distance of migration routes used by Nassau Grouper from within and outside of a large, no-take marine reserve in the central Bahamas. Fish (total n = 19) were tagged in 2004 (n = 6) and 2005 (n = 13) and were tracked for one to four spawning seasons. Fish that were 54 cm TL or greater made spawning migrations, with all but one migrating southward along the shelf edge of Exuma Sound for a distance of 70 km to over 200 km, usually during the December full moon. Fish typically made one migration annually, which lasted from 1 to 3 weeks, with fish remaining at spawning sites for only 1-2 d; however, when the full moon was early in the spawning season, several fish remained away from their home reefs through two lunar cycles or delayed their migrations by a month, and one fish made two migrations. Fish that were migrating for the first time had slower swimming speeds to spawning sites than did experienced fish, but swimming speeds were similar between the two groups during return migrations, suggesting that their migration behavior was learned. Our results demonstrate that spawning migration patterns for this species may be more variable in The Bahamas than at other Caribbean locations. The present findings also have important implications for the management of the species, including increasing the minimum size limit to 54 cm or larger and the use of both marine protected areas and seasonal closures to rebuild the spawning stock.","Times Cited in Web of Science Core Collection:  24     Total Times Cited:  26     Cited Reference Count:  39 | RAYYAN-INCLUSION: {""Bruna""=>""Included""} | RAYYAN-LABELS: MPA,Spawning",10.1080/19425120.2016.1223233     WE  - Science Citation Index Expanded (SCI-EXPANDED),EPINEPHELUS-STRIATUS;SOUND PRODUCTION;CAYMAN ISLANDS;REEF FISHES;AGGREGATIONS;PATTERNS;TELEMETRY,,
rayyan-229958667,Movements and foraging of predators associated with mesophotic coral reefs and their potential for linking ecological habitats,2015,2,17,MARINE ECOLOGY PROGRESS SERIES,"[""0171-8630"", ""1616-1599     J9  - MAR ECOL PROG SER     JI  - Mar. Ecol.-Prog. Ser.""]",521,,155-170,"Papastamatiou, YP and Meyer, CG and Kosaki, RK and Wallsgrove, NJ and Popp, BN",,English,,"[""Univ St Andrews, Sch Biol, Scottish Oceans Inst, St Andrews KY16 8LB, Fife, Scotland"", ""Univ Florida, Florida Museum Nat Hist, Gainesville, FL 32611 USA"", ""Univ Hawaii Manoa, Hawaii Inst Marine Biol, Kaneohe, HI 96744 USA"", ""NOAA NOS Papahanaumokuakea Marine Natl Monument, Honolulu, HI 96818 USA"", ""Univ Hawaii Manoa, Dept Geol & Geophys, Honolulu, HI 96822 USA""]","Marine predators will often perform diel and seasonal movements associated with specific habitats. In tropical areas, mesophotic coral reefs may be an important habitat type for many predators, but their use of these areas has rarely been investigated. We used results of acoustic telemetry and stable isotope analyses to investigate the diel and seasonal movements of Galapagos sharks Carcharhinus galapagensis and giant trevally Caranx ignobilis captured from a mesophotic reef (depth: 50 to 70 m) at an uninhabited Pacific atoll. All predators associated with mesophotic reefs performed horizontal and vertical movements over seasonal and diel time frames. Galapagos sharks performed reverse diel vertical movements, diving deeper during the night than during the day, while giant trevally displayed a mix, with some individuals performing regular diel movements (deep during the day, shallow at night) and others performing reverse vertical diel movements. Trevally used very shallow water during the summer spawning periods. The isotopic compositions of predators suggest they primarily forage in shallow reefs, although approximately 35% of resources came from mesophotic reefs. Similar to their variability in vertical movement strategies, giant trevally occupied a wide range of trophic positions, potentially due to individual specialization in diet and high levels of intra- specific competition. Mesophotic reefs may provide some prey to upper level predators but also serve as a refuge habitat. The frequent movements between habitats suggest that marine predators may function as significant transporters of nutrients, particularly from shallow to mesophotic reefs.","Times Cited in Web of Science Core Collection:  92     Total Times Cited:  101     Cited Reference Count:  50 | RAYYAN-INCLUSION: {""Bruna""=>""Included""} | RAYYAN-LABELS: Elasmo",10.3354/meps11110     WE  - Science Citation Index Expanded (SCI-EXPANDED),Acoustic telemetry;Galapagos sharks;Giant trevally;Network analysis;Amino acids;Stable isotopes;Trophic ecology;DIEL VERTICAL MIGRATION;CARCHARHINUS GALAPAGENSIS;TROPHIC ECOLOGY;STABLE-ISOTOPES;SPHYRNA-LEWINI;SHARKS;PATTERNS;NITROGEN;CONNECTIVITY;POSITION,,
rayyan-229958714,Behavioral Response of Reef Fish and Green Sea Turtles to Midfrequency Sonar,2016,,,EFFECTS OF NOISE ON AQUATIC LIFE II,"[""0065-2598"", ""978-1-4939-2981-8"", ""978-1-4939-2980-1     J9  - ADV EXP MED BIOL     JI  - Adv.Exp.Med.Biol.""]",875,,1213-1221,"Watwood, SL and Iafrate, JD and Reyier, EA and Redfoot, WE",,English,,"[""Naval Undersea Warfare Ctr, Environm Div, Newport, RI 02841 USA"", ""InoMed Hlth Applicat Inc, Kennedy Space Ctr Ecol Program & Environm Serv, Kennedy Space Ctr, FL 32899 USA"", ""Univ Cent Florida, Dept Biol, Marine Turtle Res Grp, Orlando, FL 32816 USA""]","There is growing concern over the potential effects of high-intensity sonar on wild fish populations and commercial fisheries. Acoustic telemetry was employed to measure the movements of free-ranging reef fish and sea turtles in Port Canaveral, FL, in response to routine submarine sonar testing. Twenty-five sheeps-head (Archosargus probatocephalus), 28 gray snapper (Lutjanus griseus), and 29 green sea turtles (Chelonia mydas) were tagged, with movements monitored for a period of up to 4 months using an array of passive acoustic receivers. Baseline residency was examined for fish and sea turtles before, during, and after the test event. No mortality of tagged fish or sea turtles was evident from the sonar test event. There was a significant increase in the daily residency index for both sheepshead and gray snapper at the testing wharf subsequent to the event. No broad-scale movement from the study site was observed during or immediately after the test.","Times Cited in Web of Science Core Collection:  0     Total Times Cited:  1     Cited Reference Count:  20 | RAYYAN-INCLUSION: {""Bruna""=>""Included""}",10.1007/978-1-4939-2981-8_152     WE  - Conference Proceedings Citation Index - Science (CPCI-S)     WE  - Science Citation Index Expanded (SCI-EXPANDED),Anthropogenic noise;Fish;Sea turtles;Sonar;Telemetry;Tagging;LOW-FREQUENCY SOUND;AVOIDANCE RESPONSES;CLUPEA-HARENGUS;ATLANTIC SALMON;MARINE TURTLES;SALAR,,
rayyan-229958725,"Reproductive movement, residency and fisheries vulnerability of brown-marbled grouper, Epinephelus fuscoguttatus (ForsskAyenl, 1775)",2012,6,,CORAL REEFS,"[""0722-4028"", ""1432-0975     J9  - CORAL REEFS     JI  - Coral Reefs""]",31,2,443-453,"Rhodes, KL and McIlwain, J and Joseph, E and Nemeth, RS",,English,,"[""Univ Hawaii, Coll Agr Forestry & Nat Resource Management, Hilo, HI 96720 USA"", ""Univ Guam, UoG Marine Lab, Mangilao, GU 96923 USA"", ""Univ US Virgin Isl, Ctr Marine & Environm Studies, St Thomas, VI 00802 USA""]","The brown-marbled grouper, Epinephelus fuscoguttatus, is a long-lived, late-maturing protogynous species listed as Near Threatened by the IUCN. In Pohnpei, Micronesia, reproductively active brown-marbled grouper were tagged with acoustic and spaghetti-type tags at a multi-species fish spawning aggregation (FSA) site to establish patterns of movement, residency and seasonality. Telemetry confirmed the use of common reproductive migratory corridors and significant sex-specific variations in residency at the FSA. Combined underwater visual census and telemetry data verified a 3-month peak aggregation period, with aggregations forming and persisting over ca. 12 days prior to full moon between January and May. FSA formation coincided with seasonally low and relatively stable seawater temperatures. Some males frequented the FSA site during each aggregation month over two consecutive years. Conversely, most females were present at the FSA during only a single aggregation period, with the month of visitation consistent among years. Nearly two-thirds of tagged fish were relocated or recaptured within 11 km of the aggregation site, with a maximum detected distance of 26 km and a minimum estimated catchment area of 100-175 km(2). Findings highlight the need for a combined approach to management that prohibits the capture and sale of reproductive adults and protects both spawning sites and common reproductive migratory corridors during aggregation periods.","Times Cited in Web of Science Core Collection:  48     Total Times Cited:  51     Cited Reference Count:  35 | RAYYAN-INCLUSION: {""Bruna""=>""Included""} | RAYYAN-LABELS: Spawning,Mixed techniques",10.1007/s00338-012-0875-2     WE  - Science Citation Index Expanded (SCI-EXPANDED),Epinephelidae;Micronesia;Acoustic telemetry;Spawning aggregations;Reproductive migratory corridors;Marine protected areas;SPAWNING AGGREGATIONS;REEF FISH;PLECTROPOMUS-AREOLATUS;SERRANIDAE;DYNAMICS;POHNPEI;POLYPHEKADION;MANAGEMENT,,
rayyan-229958726,Application of Acoustic Telemetry to Assess Residency and Movements of Rockfish and Lingcod at Created and Natural Habitats in Prince William Sound,2010,8,13,PLOS ONE,1932-6203     J9  - PLOS ONE     JI  - PLoS One,5,8,,"Reynolds, BF and Powers, SP and Bishop, MA",,English,,"[""Univ S Alabama, Dept Marine Sci, Dauphin Isl, AL 36528 USA"", ""Dauphin Isl Sea Lab, Dauphin Isl, AL USA"", ""Prince William Sound Sci Ctr, Cordova, AK USA""]","Loss and/or degradation of nearshore habitats have led to increased efforts to restore or enhance many of these habitats, particularly those that are deemed essential for marine fishes. Copper rockfish (Sebastes caurinus) and lingcod (Ophiodon enlongatus) are dominant members of the typical reef fish community that inhabit rocky and high-relief substrates along the Pacific Northwest. We used acoustic telemetry to document their residency and movements in the nearshore waters of Prince William Sound, Alaska in order to assess use of created reef habitat in an individual-based manner. A total of 57 fish were surgically implanted with acoustic transmitters. Forty-five fish were captured and monitored in three habitats: artificial reef, low-relief natural reef, and patchy high-relief natural reef. Within each habitat, both rockfish and lingcod exhibited long periods of residency with limited movements. Twelve rockfish were captured at the natural reefs and displaced a distance of 4.0 km to the artificial reef. Five of the 12 rockfish returned within 10 d of their release to their initial capture site. Another five of the 12 displaced fish established residency at the artificial reef through the duration of our study. Our results suggest the potential for artificial reefs to provide rockfish habitat in the event of disturbances to natural habitat.","Times Cited in Web of Science Core Collection:  16     Total Times Cited:  19     Cited Reference Count:  29 | RAYYAN-INCLUSION: {""Bruna""=>""Included""}",10.1371/journal.pone.0012130     WE  - Science Citation Index Expanded (SCI-EXPANDED),OPHIODON-ELONGATUS;ARTIFICIAL REEFS;CONSERVATION;PATTERNS,,
rayyan-229958740,Spatial and temporal dynamics of a Nassau grouper fish spawning aggregation located on an isolated seamount in Puerto Rico,2023,10,,AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,"[""1052-7613"", ""1099-0755     J9  - AQUAT CONSERV     JI  - Aquat. Conserv.-Mar. Freshw. Ecosyst.""]",33,10,1116-1130,"Tuohy, E and Schärer-Umpierre, M and Penrod, L and Appeldoorn, R",,English,,"[""Univ Puerto Rico, Dept Marine Sci, Mayaguez, PR 00681 USA"", ""Florida Inst Technol, Dept Ocean Engn & Marine Sci, Melbourne, FL USA""]","The Nassau grouper, Epinephelus striatus, is a slow-growing, late-maturing, long-lived reef fish widely distributed throughout the south-western North Atlantic. Known for forming large spawning aggregations, numbering tens of thousands, they are now listed as Critically Endangered by the International Union for Conservation of Nature (IUCN). Recently, the only Nassau grouper spawning aggregation in Puerto Rico was documented at Bajo de Sico, a seamount and seasonally closed marine protected area.Studies elsewhere on the spatio-temporal dynamics of Nassau grouper aggregations have documented how, and how far, fish move from home sites to the spawning site, and have shown the tight link between aggregation formation and the lunar cycle. However, these studies have not evaluated the potential impacts of the reduced spatial extent represented by a seamount, nor have they addressed the impacts of local seasonal protection relative to the size of the closed area and the timing of aggregation formation.Acoustic telemetry was used to quantify the spatio-temporal dynamics of Nassau grouper spawning aggregation formation at Bajo de Sico. Twenty-six individuals were tagged and tracked over three consecutive spawning seasons.Nassau grouper formed three or four aggregations per season, corresponding to the lunar cycles from January to April. Individuals displayed high visitation rates to the aggregation site: 98% visited at least two peaks per season; 80% visited multiple seasons. The timing of arrival, departure, and residency at the site were significantly different among individuals and lunar months, indicating significant variability in aggregation formation. Nassau grouper occupied a relatively small staging area (2.7 km(2)) and courtship arena (0.67 km(2)) compared with aggregations occurring on continental/insular platforms or large atolls; movements off the seamount may occur but were not detected. Results indicate the current seasonal closure inadequately protects the spawning population on Bajo de Sico and should be extended to the end of June.","Times Cited in Web of Science Core Collection:  0     Total Times Cited:  0     Cited Reference Count:  48 | RAYYAN-INCLUSION: {""Bruna""=>""Included""} | RAYYAN-LABELS: Spawning,Full text checked",10.1002/aqc.3994,acoustic telemetry;endangered species;fish spawning aggregations;management;Nassau grouper;Puerto Rico;EPINEPHELUS-STRIATUS PISCES;SOUND PRODUCTION;REPRODUCTION;CONSERVATION;MANAGEMENT;SERRANIDAE;MOVEMENTS;ISLANDS,,
rayyan-231236858,"Site fidelity, vertical movement, and habitat use of nearshore reef fishes on offshore petroleum platforms in southern California",2019,10,,BULLETIN OF MARINE SCIENCE,"[""0007-4977"", ""1553-6955     J9  - B MAR SCI     JI  - Bull. Mar. Sci.""]",95,4,657-681,"Mireles, C and Martin, CJB and Lowe, CG",,English,,"[""Calif State Univ Long Beach, Dept Biol Sci, 1250 Bellflower Blvd, Long Beach, CA 90840 USA"", ""Calif Dept Fish & Wildlife, 1933 Cliff Dr Suite 9, Santa Barbara, CA 93109 USA""]","Off California, economically important nearshore reef fishes inhabit the shallow (<20 m) regions of offshore petroleum platforms on the San Pedro Shelf (SPS). It is essential to understand the degrees to which platforms support fish over time to indicate whether biological requirements (e.g., shelter, diet, reproduction) are being met. To determine the ecological importance of platforms as fish habitat, the site fidelity and depth/habitat use of adult cabezon, Scorpaenichthys marmoratus (Ayres, 1854), grass rockfish, Sebastes rastrelliger (Jordan and Gilbert, 1880), kelp rockfish, Sebastes atrovirens (Jordan and Gilbert, 1880), and California sheephead, Semicossyphus pulcher (Ayres, 1854) were investigated at platforms Edith (50 m bottom depth) and Eureka (212 m). A total of 63 fish were acoustically tagged and monitored for up to 578 d. Sixty-three percent of individuals were still present at platforms at the end of the study (long-term site fidelity), with 55 individuals detected a mean of 66.9% (SD 36.0%) of their total days at liberty (daily site fidelity). All species displayed a shift in seasonal depth use. The shallowest horizontal level, consisting of various horizontal beams at platform Edith (15 m depth) and Eureka (17 m), was the most utilized habitat by grass rockfish, kelp rockfish, and California sheephead. Cabezon at platform Eureka utilized depths (21-31 m) unassociated with horizontal levels, while at platform Edith they primarily utilized the second horizontal level (30 m). Decommissioning options that remove the shallowest 26 m of structure would eliminate the habitat most utilized by three of the four study species that dominate the nearshore reef fish communities at SPS platforms.","Times Cited in Web of Science Core Collection:  5     Total Times Cited:  8     Cited Reference Count:  51 | RAYYAN-INCLUSION: {""Bruna""=>""Included""}",10.5343/bms.2018.0009     WE  - Science Citation Index Expanded (SCI-EXPANDED),SANTA-BARBARA CHANNEL;SEMICOSSYPHUS-PULCHER LABRIDAE;BOCACCIO SEBASTES-PAUCISPINIS;7 OIL PLATFORMS;HOME-RANGE;HOMING BEHAVIOR;SEA-FLOOR;ASSEMBLAGES;PATTERNS;SHEEPHEAD,,
rayyan-231236866,Sedentary or mobile? Variability in space and depth use of an exploited coral reef fish,2014,9,,MARINE BIOLOGY,"[""0025-3162"", ""1432-1793     J9  - MAR BIOL     JI  - Mar. Biol.""]",161,9,2155-2166,"Currey, LM and Heupel, MR and Simpfendorfer, CA and Williams, AJ",,English,,"[""James Cook Univ, AIMS JCU, Townsville, Qld 4811, Australia"", ""Australian Inst Marine Sci, Townsville, Qld 4810, Australia"", ""James Cook Univ, Ctr Sustainable Trop Fisheries & Aquaculture, Sch Earth & Environm Sci, Townsville, Qld 4811, Australia"", ""Secretariat Pacific Commun, Ocean Fisheries Programme, Noumea 98848, New Caledonia""]","Movement of fishes defines the distribution and abundance of populations and occurs on a range of spatial and temporal scales. To successfully parameterise assessments and design management strategies for exploited fish populations, knowledge and consideration of their movement patterns are essential. Since the efficacy of management approaches vary depending on the sedentary or mobile nature of the target species, presence, space use and depth utilisation were examined to understand the movement patterns of redthroat emperor Lethrinus miniatus. Sixty individuals were monitored for up to 12 months in an acoustic array comprising three coral reefs, and variation in space use and movement patterns was observed among 26 individuals. Half of the individuals were recorded only in proximity of one receiver along the reef edge, while the other half were detected at multiple receivers and used horizontal areas of approximately 4 km(2). Periods of non-detection and lower detection frequency at night (chi (1) (2) = 342.157, P < 0.001) indicated individuals may move away from the monitored reef edge to the adjacent sandy habitat, but most movements outside the array remain unknown. Long-distance movement was recorded for one individual, recaptured similar to 160 km from the release location. Generally, no trends in depth use were apparent, L. miniatus inhabited a variety of depths, which were not related to individual size or time of day, yet some effect of month was evident. Variation in movement among adult L. miniatus indicates that while some individuals undergo broader-scale movement, spatial closures that cover individual reefs (> 4 km(2)) could provide protection from fishing for the proportion of the population that displayed high site fidelity and moderate-sized activity spaces (over a period of up to 12 months).","Times Cited in Web of Science Core Collection:  31     Total Times Cited:  35     Cited Reference Count:  59 | RAYYAN-INCLUSION: {""Bruna""=>""Included""}",10.1007/s00227-014-2497-4     WE  - Science Citation Index Expanded (SCI-EXPANDED),TROUT PLECTROPOMUS-LEOPARDUS;HOME-RANGE SIZE;MOVEMENT PATTERNS;MARINE RESERVES;SITE FIDELITY;VERTICAL MOVEMENTS;ACOUSTIC RECEIVERS;HAWAIIAN-ISLANDS;HABITAT USE;MIGRATION,,
