Rayyan Key,Authors,DOI,Title,Abstract,Date,User1,Decision,Labels,Notes
rayyan-231267509,"Kaplan, MB and Mooney, TA and Partan, J and Solow, AR",10.3354/meps11382     WE  - Science Citation Index Expanded (SCI-EXPANDED),Coral reef species assemblages are associated with ambient soundscapes,"Coral reefs provide a wide array of ecosystem services and harbor some of the highest levels of biodiversity on the planet, but many reefs are in decline worldwide. Tracking changes is necessary for effective resource management. Biological sounds have been suggested as a means to quantify ecosystem health and biodiversity, but this requires an understanding of natural bioacoustic variability and relationships to the taxa present. This investigation sought to characterize spatial and temporal variation in biological sound production within and among reefs that varied in their species assemblages. Multiple acoustic recorders were deployed for intensive 24 h periods and longer-term (similar to 4 mo) duty-cycled deployments on 3 reefs that varied in coral cover and fish density. Short-term results suggest that while there were statistically significant acoustic differences among recorders on a given reef, these differences were relatively small, indicating that a single sensor may be suitable for acoustic characterization of reefs. Analyses of sounds recorded over approximately 4 mo indicated that the strength of diel trends in a low frequency fish band (100 to 1000 Hz) was correlated with coral cover and fish density but the strength of high-frequency snapping shrimp (2 to 20 kHz) trends was not, suggesting that low-frequency recordings may be better indicators of the species assemblages present. Power spectra varied within reefs over the deployment periods, underscoring the need for long-duration recordings to characterize these trends. These findings suggest that, in spite of considerable spatial and temporal variability within reef soundscapes, diel trends in low-frequency sound production correlate with reef species assemblages.",2015-08-06,Bruna,Excluded,"Not acoustic telemetry,__EXR__Not acoustic telemetry",
rayyan-231267510,"Kunz, C and Singh, H",10.1002/rob.21473     WE  - Science Citation Index Expanded (SCI-EXPANDED),Map Building Fusing Acoustic and Visual Information using Autonomous Underwater Vehicles,"We present a system for automatically building three-dimensional (3-D) maps of underwater terrain fusing visual data from a single camera with range data from multibeam sonar. The six-degree-of-freedom location of the camera relative to the navigation frame is derived as part of the mapping process, as are the attitude offsets of the multibeam head and the onboard velocity sensor. The system uses pose graph optimization and the square root information smoothing and mapping framework to simultaneously solve for the robot's trajectory, the map, and the camera location in the robot's frame. Matched visual features are treated within the pose graph as images of 3-D landmarks, while multibeam bathymetry submap matches are used to impose relative pose constraints linking robot poses from distinct tracklines of the dive trajectory. The navigation and mapping system presented works under a variety of deployment scenarios on robots with diverse sensor suites. The results of using the system to map the structure and the appearance of a section of coral reef are presented using data acquired by the Seabed autonomous underwater vehicle.",2013-09-01,Bruna,Excluded,"Not acoustic telemetry,__EXR__Not acoustic telemetry",
rayyan-231267515,"Fong, DA and Jones, NL",10.4319/lom.2006.4.58     WE  - Science Citation Index Expanded (SCI-EXPANDED),Evaluation of AUV-based ADCP measurements,"Recent development and commercialization of relatively portable and inexpensive autonomous underwater vehicles (AUVs) have led to new methods for making hydrodynamic, chemical, and biological measurements in near-coastal, lake, and estuarine systems. Equipped with Doppler velocity log (DVL) technology to allow for dead-reckoning navigation, this new class of AUVs has the potential to log not only vehicle motions, but water velocities as well. In this article, we assess the performance of the DVL acoustic Doppler current profiler (ADCP) equipped on the REMUS AUV (Hydroid) in three different environments: a tidally forced lake; a wave-forced, near-shore fringing coral reef; and a gently sloping continental shelf. In all three data sets, the water velocities measured by the AUV DVL compare favorably with measurements from nearby stationary acoustic Doppler current profilers. Nevertheless, the water velocity component measured parallel to the vehicle's tracks exhibited a bias in the direction of AUV motion, consistent with a previously reported bias found for the ship-mounted ADCP application in low-scattering environments. The fringing reef data suggest that DVLs are capable of partially resolving wave motions.",2006-03-01,Bruna,Excluded,"Not acoustic telemetry,__EXR__Not acoustic telemetry",
rayyan-231267518,"Genin, A and Jaffe, JS and Reef, R and Richter, C and Franks, PJS",10.1126/science.1107834     WE  - Science Citation Index Expanded (SCI-EXPANDED),Swimming against the flow: A mechanism of zooplankton aggregation,"Zooplankton reside in a constantly flowing environment. However, information about their response to ambient flow has remained elusive, because of the difficulties of following the individual motions of these minute, nearly transparent animals in the ocean. Using a three-dimensional acoustic imaging system, we tracked >375,000 zooplankters at two coastal sites in the Red Sea. Resolution of their motion from that of the water showed that the animals effectively maintained their depth by swimming against upwelling and downwelling currents moving at rates of up to tens of body lengths per second, causing their accumulation at frontal zones. This mechanism explains how oceanic fronts become major feeding grounds for predators and targets for fishermen.",2005-05-06,Bruna,Excluded,"Other habitats,Non-fish species,Not acoustic telemetry,__EXR__Not acoustic telemetry",
rayyan-231267520,"Hazel, J and Hamann, M and Lawler, IR",10.1007/s00227-012-2117-0     WE  - Science Citation Index Expanded (SCI-EXPANDED),Home range of immature green turtles tracked at an offshore tropical reef using automated passive acoustic technology,"Seventeen immature green turtles Chelonia mydas were tracked concurrently by automated ultrasonic receivers at a coral reef off North-Eastern Australia (September-December 2010, 16.4A degrees S, 145.6A degrees E). The majority (n = 11) were tracked for the entire 100-day study, the remainder for 23-85 days. Detection data aggregated at 30-min intervals produced median 6.5-35 daily locations for individual turtles. Home range areas (95 % utilisation distribution) were a parts per thousand currency sign1 km(2), +/- A SD = 0.74 km(2) +/- A 0.159. To the best of our knowledge, these are the first home range estimates for C. mydas foraging at offshore tropical reefs. The findings are important for conservation in revealing near-continuous presence of the same individuals within a small geographic area. Time between detections was very short (median < 3 min) demonstrating passive ultrasonic technology can track multiple turtles in a foraging environment with higher temporal resolution than typically achieved by satellite tracking.",2013-03-01,Bruna,Excluded,"Non-fish species,Not acoustic telemetry,__EXR__Not acoustic telemetry",
rayyan-231267523,"Lotz, J and Zurk, LM and McNames, J and Ellis, T and Ecochard, JL and IEEE",,Coral fish shoal detection from acoustic echograms,"An algorithm was developed that processes data from a single-beam echosounder and GPS system to detect and analyze fish shoals. The proposed algorithm provides the ability to identify regions within an echogram that contain fish and statistically analyze the shoals.        The echosounder used is a 50kHz/200kHz dual-frequency unit manufactured by Lowrance and was selected for its low-cost, off-the-shelf availability, and portability. The selected unit saves the data onto removable memory cards allowing for easy transfer and offline processing. The development of this algorithm faced several challenges: translating the data to a common format, bottom identification, noise rejection, and fish school recognition.        The data is saved by the echosounder in a unique binary format but is parsed into a more manageable data structure by MATLAB software developed at Portland State University. The software, called EchoMap, was developed under sponsorship by The Nature Conservancy (TNC) in support of their marine habitat monitoring activities. EchoMap processes and interprets the echosounder data to generate coral reef profiles and to estimate the associated fish populations. This paper discusses the algorithm developed for fish shoal detection and cross-sectional shoal area estimation.        Abundance and density of the fish shoals is assumed to be directly related to the area of the identified shoal. Shoals are segmented with a dynamic contouring method and typically have non-uniform shape. The area calculation was improved from the standard Riemann sum approach by using Green's theorem to translate the tine integral of a closed level set contour into a surface integral. The advantages of using Green's theorem are higher accuracy and efficiency in estimating contour areas.        Preliminary results of applying the detection algorithm to coral reef echograms provided by TNC show promise in the ability to identify fish shoals. Results were compared to detections made by experts in the field from echograms as well as the real-time Lowrance Fish I.D. algorithm. Applying a priori knowledge of fish characteristics may also allow species identification using the calculated descriptors.",2007-01-01,Bruna,Excluded,"Not acoustic telemetry,__EXR__Not acoustic telemetry",
rayyan-231267525,"O'Dor, R and Boustany, AM and Chittenden, CM and Costello, MJ and Moustahfid, H and Payne, J and Steinke, D and Stokesbury, MJW and Vanden Berghe, E",10.1080/03632415.2012.714323     WE  - Science Citation Index Expanded (SCI-EXPANDED),A Census of Fishes and Everything They Eat: How the Census of Marine Life Advanced Fisheries Science,"The Census of Marine Life was a 10-year, international research effort to explore poorly known ocean habitats and conduct large-scale experimentation with new technology. The goal of Census 2010 in its mission statement was to describe what did live in the oceans, what does live in the oceans, and what will live in the ocean. Many of the findings and techniques from census research may prove valuable in making a transition, which many governments have publicly endorsed, from single-species fisheries management to more holistic ecosystem management. Census researchers sampled continental margins, mid-Atlantic ridges, ocean floor vents and seeps, and abyssal plains and polar seas and organized massive amounts of past and new information in a public online database called the Ocean Biogeographic Information System (www.iobis.org). The census described and categorized seamount biology worldwide for its vulnerability to fishing, advanced large-scale animal tracking with acoustic arrays and satellite archival tags, and accelerated species identification, including nearshore, coral reef, and zooplankton sampling using genetic barcoding and pyrotag sequencing for microbes and helped to launch the exciting new field of marine environmental history. Above all, the census showed the value of investing in large-scale, collaborative projects and sharing results publicly.",2012-09-01,Bruna,Excluded,"Not acoustic telemetry,__EXR__Not acoustic telemetry",
rayyan-231267527,"Manik, HM and Nishimori, Y and Nishiyama, Y and Hazama, T and Kasai, A and Firdaus, R and Elson, L and Yaodi, A",10.1088/1755-1315/429/1/012034     WE  - Conference Proceedings Citation Index - Science (CPCI-S),Developing signal processing of echo sounder for measuring acoustic backscatter,"The method used to determine the condition of marine biological resources is still conventional, not systematic and not comprehensive. So far, the methods used include divers where the depth of observation is very limited. Another method using sonar for which the acquisition of data is still qualitative. For this reason, it is necessary to strive for new methods that can guarantee careful and accurate observation. This study proposes the detection, classification and quantification of underwater target algorithms using Intelligent Biomass Active Sonar Transducer (IBAST) using a microcontroller unit. IBAST uses acoustic pulses and features that are narrow spectral so as to provide the ability to detect underwater targets (underwater targets) accurately and be able to classify such targets as fish, zooplankton, marine mammals, coral reefs, and other targets. IBAST uses a tracking algorithm and output detector which reduces errors in target detection. The application of the algorithm will be carried out to test the classification method and quantification of underwater targets. This research is very useful in the aspects of quantification of marine life, protection of fishery resources and seabed habitat.",2020-01-01,Bruna,Excluded,"Not acoustic telemetry,__EXR__Not acoustic telemetry",
rayyan-231267528,"Wiegand, G",10.1117/12.2223050     WE  - Conference Proceedings Citation Index - Science (CPCI-S),Integration of Acoustic and Light Sensors for Marine Bio-mining,"Maximum diversity of life exists within the estuaries and coral reefs of the Globe. The absence of vertebrate and other land dwelling adaptations has resulted in an enormous range of complexity among invertebrates and their symbiotic biome resulting in the generation of compounds finding uses in anti-tumor and antibiotic applications. It has been widely reported that the greatest factor limiting progress in characterizing and processing new therapeutics derived from invertebrates is the lack of adequate original material. Symbiotic bacteria within specific tunicates often synthesize antitumor compounds as secondary metabolites. We describe a 3-stage protocol that utilizes acoustic and photonic analysis of large areas of marine ecosystem and life forms. We refer to this as Estuary Assessment System (EAS), which includes a multi-frequency acoustic transducer/sensing instrument mounted on our research vessel. This generates a topological map of surveyed tracks of marine locations known to be habitats of useful actinobacteria laden invertebrates. Photonic devices are used to generate image and pulse data leading to location, identification and isolation of tunicates and actinobacteria.",2016-01-01,Bruna,Excluded,"Bioacoustics,Not acoustic telemetry,__EXR__Not acoustic telemetry",
rayyan-231267530,"Woodman, GH and Wilson, SC and Li, VYF and Renneberg, R",10.1016/S0025-326X(02)00322-3     WE  - Science Citation Index Expanded (SCI-EXPANDED),Acoustic characteristics of fish bombing: potential to develop an automated blast detector,"The use of explosives to catch fish has caused extensive damage to coral reefs throughout Southeast Asia, but the frequency with which they are used is largely unknown. The aim of this work is to develop a detection system capable of distinguishing underwater explosions from background noise, and locating their origin by triangulation. Blast signals have been recorded over a range of distances and the key features that differentiate them from background noise have been determined. For small charges the effective range of such a detector is more than 12 km and may extend up to 50 km depending on the mass of the charges being used. Such a system would help to determine the scale of the problem, identify areas at greatest risk and quantify the effectiveness of management intervention designed to control destructive fishing practices. It may assist with fisheries enforcement in some areas. (C) 2002 Elsevier Science Ltd. All rights reserved.",2003-01-01,Bruna,Excluded,"Bioacoustics,__EXR__Not acoustic telemetry",
rayyan-231267532,"Lillis, A and Mooney, TA",10.3389/fmars.2022.960881     WE  - Science Citation Index Expanded (SCI-EXPANDED),Sounds of a changing sea: Temperature drives acoustic output by dominant biological sound-producers in shallow water habitats,"The ocean's soundscape is fundamental to marine ecosystems, not only as a source of sensory information critical to many ecological processes but also as an indicator of biodiversity and habitat health. Yet, little is known about how ecoacoustic activity in marine habitats is altered by environmental changes such as temperature. The sounds produced by dense colonies of snapping shrimp dominate temperate and tropical coastal soundscapes worldwide and are a major driver broadband sound pressure level (SPL) patterns. Field recordings of soundscape patterns from the range limit of a snapping shrimp distribution showed that rates of snap production and associated SPL were closely positively correlated to water temperature. Snap rates changed by 15-60% per degrees C change in regional temperature, accompanied by fluctuations in SPL between 1-2 dB per degrees C. To test if this relationship was due to a direct effect of temperature, we measured snap rates in controlled experiments using two snapping shrimp species dominant in the Western Atlantic Ocean and Gulf of Mexico (Alpheus heterochaelis and A. angulosus). Snap rates were measured for shrimp held at different temperatures (across 10-30 degrees C range, with upper limit 2 degrees C above current summer mean temperatures) and under different social groupings. Temperature had a significant effect on shrimp snap rates for all social contexts tested (individuals, pairs, and groups). For individuals and shrimp groups, snap production more than doubled between mid-range (20 degrees C) and high (30 degrees C) temperature treatments. Given that snapping shrimp sounds dominate the soundscapes of diverse habitats, including coral reefs, rocky bottoms, seagrass, and oyster beds, the strong influence of temperature on their activity will potentially alter soundscape patterns broadly. Increases in ambient sound levels driven by elevated water temperatures has ecological implications for signal detection, communication, and navigation in key coastal ecosystems for a wide range of organisms, including humans.",2022-08-18,Bruna,Excluded,"Bioacoustics,Not acoustic telemetry,__EXR__Not acoustic telemetry",
rayyan-231267534,"OGDEN, JC and ROBINSON, L and WHITLOCK, K and DAGANHARDT, H and CEBULA, R",10.1016/0022-0981(83)90160-0     WE  - Science Citation Index Expanded (SCI-EXPANDED),DIEL FORAGING PATTERNS IN JUVENILE GREEN TURTLES (CHELONIA-MYDAS L) IN ST-CROIX UNITED-STATES VIRGIN-ISLANDS,"The diel foraging behavior of juvenile green turtles (C. mydas L.) .apprxeq. 7-8 kg in size was studied by visual observations from a fixed point and by acoustical tracking of 3 tagged animals, 2 of which were followed for > 1 wk. Green turtles fed in a shallow seagrass-covered bay most commonly by day. There were usually 2 feeding bouts, 1 in the morning and 1 in the afternoon and each turtle visited a characteristic feeding area. Turtles were inactive at night and usually in mid-day in characteristic resting sites in coral reefs separated from the feeding sites by 0.2-0.5 km. Pre-sunrise feeding activity was noted consistently in 1 tagged turtle while the other entered the feeding area later in the morning and remained there much of the day. Approximately 9 h/day were spent on the feeding sites by both turtles where the major food of one was determined by fecal examination to be turtle grass Thalassia testudinum Konig. Turtles were occasionally observed in groups of up to 3, but they appeared to be generally solitary rather than social in their behavior.     PU  - ELSEVIER     PI  - AMSTERDAM     PA  - RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",1983-01-01,Bruna,Excluded,"Non-fish species,__EXR__Non-fish species",
rayyan-231267535,"Borie, A and Bezerra, NPA and Klarian, SAL and Travassos, P",10.3856/vol43-issue5-fulltext-19     WE  - Science Citation Index Expanded (SCI-EXPANDED),Soundscape of a management and exploitation area of benthic resources in central Chile,"Acoustic ecology is an emerging and poorly known field of research. Soundscape has been used to infer the behavior of several species in different environments and can serve as a reliable indicator of the habitat type and quality; also, it is believed that it is an important factor for larvae orientation in settlement areas. We used the passive acoustic method to evaluate the soundscape of a management and exploitation area of benthic resources, a rocky reef area in central Chile. It was possible to hear a continuous cracking sound during recording and underwater observations. We detected two distinct frequency bands with similar parameters during the night and day, a band between 90 and 300 Hz, which corresponded to the effects of sea waves (geophony), and a frequency band with a range of 1,500 to 2,700 Hz (biophony), with a fundamental frequency of 2,070 Hz. Both bands had similar energy (similar to 88.0 dB re: 1V/mu Pa). These results show the relevant acoustic activity in the area, which may have important ecological implications for the recruitment of commercially important benthic resources.",2015-11-01,Bruna,Excluded,"Not acoustic telemetry,__EXR__Not acoustic telemetry",
rayyan-231267536,"Klemas, V",10.2112/JCOASTRES-D-11-00017.1     WE  - Science Citation Index Expanded (SCI-EXPANDED),Beach Profiling and LIDAR Bathymetry: An Overview with Case Studies,"Light detection and ranging (LIDAR) techniques, combined with Global Positioning Systems (GPSs), make it possible to obtain accurate topographical and bathymetric maps, including maps of shoreline positions. LIDAR surveys can produce 10- to 15-cm vertical accuracy at a spatial resolution greater than one elevation measurement per square meter. This meets the requirements of many coastal research and management applications of LIDAR, including flood zone delineation, monitoring beach-nourishment projects, and mapping changes along sandy coasts and shallow benthic environments from storms or long-term sedimentary processes. Typically, a LIDAR sensor may collect data down to depths of about three times the Secchi depth. If the depth or the water turbidity is too great, acoustic echo-sounding is used. Airborne LIDARs have also been applied with hyperspectral imagers to map wetlands, beaches, coral reefs, and submerged aquatic vegetation (SAV). The objective of this article is to review the use of LIDAR techniques for collecting topographic and bathymetric data and to present three case studies, including lessons learned from each.",2011-11-01,Bruna,Excluded,"Not acoustic telemetry,__EXR__Not acoustic telemetry",
rayyan-231267537,"Fillinger, L and Funke, T",10.5194/os-9-461-2013     WE  - Science Citation Index Expanded (SCI-EXPANDED),A new 3-D modelling method to extract subtransect dimensions from underwater videos,"Underwater video transects have become a common tool for quantitative analysis of the seafloor. However a major difficulty remains in the accurate determination of the area surveyed as underwater navigation can be unreliable and image scaling does not always compensate for distortions due to perspective and topography. Depending on the camera set-up and available instruments, different methods of surface measurement are applied, which make it difficult to compare data obtained by different vehicles. 3-D modelling of the seafloor based on 2-D video data and a reference scale can be used to compute subtransect dimensions. Focussing on the length of the subtransect, the data obtained from 3-D models created with the software PhotoModeler Scanner are compared with those determined from underwater acoustic positioning (ultra short baseline, USBL) and bottom tracking (Doppler velocity log, DVL). 3-D model building and scaling was successfully conducted on all three tested set-ups and the distortion of the reference scales due to substrate roughness was identified as the main source of imprecision. Acoustic positioning was generally inaccurate and bottom tracking unreliable on rough terrain. Subtransect lengths assessed with PhotoModeler were on average 20 % longer than those derived from acoustic positioning due to the higher spatial resolution and the inclusion of slope. On a high relief wall bottom tracking and 3-D modelling yielded similar results. At present, 3-D modelling is the most powerful, albeit the most time-consuming, method for accurate determination of video subtransect dimensions.",2013-01-01,Bruna,Excluded,"Not acoustic telemetry,__EXR__Not acoustic telemetry",
rayyan-231267539,"Picciulin, M and Bolgan, M and Codarin, A and Fiorin, R and Zucchetta, M and Malavasi, S",10.1016/j.fishres.2013.02.008     WE  - Science Citation Index Expanded (SCI-EXPANDED),Passive acoustic monitoring of Sciaena umbra on rocky habitats in the Venetian littoral zone,"A passive listening survey was conducted in the Venetian littoral zone and combined with a meta-analysis on coastal Mediterranean fish communities resulting in the use of Sciaena umbra as a biological indicator of a typical fish community. The passive listening technique allowed the collection of fish presence/absence data, the analysis of the contribution of different sound categories to the total sound production, as well as a quantitative evaluation of the fish acoustic activity. The passive listening survey proved to be successful in detecting S. umbra drumming sounds in two Venetian inlets and on a natural rocky habitat, whereas this species was absent in the inner Venice lagoon. Within one of the two inlets, pulse rate was positively related to the nearest distance of the listening points to an artificial rocky reef. The meta-analysis allowed the identification of a 16-species cluster significantly associated with S. umbra, a large number of which represent commercially important species. Our results suggest the importance of a wider application of the passive listening technique for biological monitoring, with particular focus on Mediterranean coastal habitats and artificial reefs. (C) 2013 Elsevier B.V. All rights reserved.",2013-08-01,Bruna,Excluded,"Bioacoustics,Not acoustic telemetry,__EXR__Not acoustic telemetry",
rayyan-231267541,"Arendt, MD and Lucy, JA and Evans, DA",10.1023/A:1012266214143     WE  - Science Citation Index Expanded (SCI-EXPANDED),"Diel and seasonal activity patterns of adult tautog, Tautoga onitis, in lower Chesapeake Bay, inferred from ultrasonic telemetry","Recent advances in ultrasonic telemetry have enabled researchers to simultaneously collect telemetry data on numerous tagged individuals without remaining in direct contact with them. We present a low cost, commercially available automated acoustic receiver system from which presence/absence data can be used to infer diel activity patterns. We monitored a large, temperate labrid, Tautoga onitis, but the methods and analyses presented here have direct application to other marine species. Data were analyzed using graphical analysis, harmonic analysis, and empirical eigenfunction analysis. Diel activity patterns were expressed in the context of photoperiod, water temperature, and tidal flow. Detection periodicity was strongly diel (24-h cycle), with detection predominantly during daylight hours only (diurnal). Diurnal detection persisted throughout the study. Daily detection was greatest in the morning or afternoon during slack tide. Daily detection varied seasonally with ambient water temperature and was greatest between 13-20 degreesC, corresponding to the primary fishing seasons for Tautoga onitis in spring and fall. This study represented the first use of automated acoustic receivers to investigate seasonal changes in diel activity patterns of adult tautog and only the second application of ultrasonic telemetry to study this species. This study was also the first to address diel activity patterns of adult tautog in the southern range of this species' distribution.",2001-01-01,Bruna,Excluded,"Other habitats,__EXR__Other habitats",
rayyan-231267542,"Zhang, YJ and Hu, CM and Kourafalou, VH and Liu, YG and McGillicuddy, DJ and Barnes, BB and Hummon, JM",10.3389/fmars.2022.779450     WE  - Science Citation Index Expanded (SCI-EXPANDED),Physical Characteristics and Evolution of a Long-Lasting Mesoscale Cyclonic Eddy in the Straits of Florida,"Ocean eddies along the Loop Current (LC)/Florida Current (FC) front have been studied for decades, yet studies of the entire evolution of individual eddies are rare. Here, satellite altimetry and ocean color observations, Argo profiling float records and shipborne acoustic Doppler current profiler (ADCP) measurements, together with high-resolution simulations from the global Hybrid Coordinate Ocean Model (HYCOM) are used to investigate the physical and biochemical properties, 3-dimensional (3-D) structure, and evolution of a long-lasting cyclonic eddy (CE) in the Straits of Florida (SoF) along the LC/FC front during April-August 2017. An Angular Momentum Eddy Detection Algorithm (AMEDA) is used to detect and track the CE during its evolution process. The long-lasting CE is found to form along the eastern edge of the LC on April 9th, and remained quasi-stationary for about 3 months (April 23 to July 15) off the Dry Tortugas (DT) until becoming much smaller due to its interaction with the FC and topography. This frontal eddy is named a Tortugas Eddy (TE) and is characterized with higher Chlorophyll (Chl) and lower temperature than surrounding waters, with a mean diameter of similar to 100 km and a penetrating depth of similar to 800 m. The mechanisms that contributed to the growth and evolution of this long-lasting TE are also explored, which reveal the significant role of oceanic internal instability.",2022-03-30,Bruna,Excluded,"Not acoustic telemetry,__EXR__Not acoustic telemetry",
rayyan-231267543,"Wan, JX and Qin, ZL and Cui, XD and Yasir, M and Ma, BJ",10.1109/JSTARS.2023.3298472     WE  - Science Citation Index Expanded (SCI-EXPANDED),"Seafloor Habitat Mapping by Combining Multiple Features From Optic and Acoustic Data: A Case Study From Ganquan Island, South China Sea","Seafloor habitat mapping plays an important role in marine environment monitoring and marine geological research. Optic and acoustic remote sensing are becoming common survey tools in seafloor habitat mapping. However, a single acoustic or optic technique may have a limited detection range and be more susceptible to the impact of image quality. Additionally, it is challenging to satisfy the requirements for accurate detection since single-source data cannot fully reflect the substrate distribution characteristics. This article developed a method for detecting coastal seafloor habitats through the fusion of multiscale optics and acoustics data. First, the original feature set was composed of multispectral satellite data and bathymetric data by multibeam echo sounder and airborne light detection and ranging at different scales, which improved the capacity to represent feature information. Then, a ReliefF-mRMR method was implemented to select optimal features with appropriate scales and remove redundant features. Finally, the optimal features were employed in model training and classification of several supervised classifiers to verify the effectiveness of the strategy. The developed method was applied to the Ganquan Island survey in the South China Sea. The results demonstrated that, after integrating multisource data, the accuracies were up to 3.31% and 17.28% higher than those obtained using multispectral data or bathymetric data alone, respectively. ReliefF-mRMR exhibited better performance than other feature selection methods. The average coral coverage in the study area was estimated to range from 70.85% to 80.33%. This research highlights the greater potential of multisource data for precisely detecting seafloor habitats.",2023-01-01,Bruna,Excluded,"Not acoustic telemetry,__EXR__Not acoustic telemetry",
rayyan-231267544,"Amador, A and Pawlak, G and Jaramillo, S and IEEE",,ADCP Bias and Stokes Drift in AUV-Based Measurements,"We consider the effects of surface gravity waves on AUV-based acoustic Doppler current profiler (ADCP) measurements. We present data from AUV hydrodynamic surveys in conjunction with current velocity measurements from bottom mounted ADCPs in coral reefs off the coast of Oahu, Hawaii. Transect averaged (100 m) along- and cross -track velocity measurements were calculated on a vehicle -based reference frame and compared with fixed ADCP measurements. Water velocity measurements obtained in a range of wave conditions confirm the presence of a wave -induced bias (Vb,,) that is closely related to the Stokes drift. Moreover, AUV-based water velocity measurements are also subject to a wave -induced alias that results from a Doppler shifting of the measured wave velocity field. Wave induced aliasing can enhance or suppress the bias by an amount that is proportional to the ratio of the vehicle velocity relative to the wave velocity. In addition to the wave -induced bias and consistent with a previously reported behavior, the data suggests the presence of an additional bias in the direction of the vehicle motion.",2015-01-01,Bruna,Excluded,"Not acoustic telemetry,__EXR__Not acoustic telemetry",
rayyan-231267545,"Johnston, DW and Westgate, AJ and Read, AJ",10.3354/meps295279     WE  - Science Citation Index Expanded (SCI-EXPANDED),Effects of fine-scale oceanographic features on the distribution and movements of harbour porpoises Phocoena phocoena in the Bay of Fundy,"We describe an integrative approach to studying the fine-scale distribution of harbour porpoises Phocoena phocoena in the Bay of Fundy, using satellite telemetry, line transect surveys and remote sensing techniques. Analysis of satellite telemetry data from 6 porpoises (5 male, I female) revealed that over the course of a month individuals ranged across large areas (7738 to 11289 km(2)) but concentrated their movements in small focal regions (August mean = 294 km(2), September mean = 252 km(2)), often proximate to islands, headlands, or restricted channels. Line transect surveys (n = 25 flood tide, n = 20 ebb tide) in the focal region of 2 tagged animals revealed that relative porpoise density (animals km(-2)) was significantly greater during flood (9.59) than ebb tide phases (1.79). Hydro-acoustic prey surveys revealed aggregations of prey along localized fronts in this region. Remote sensing images indicated the presence of an island wake in the focal region during flood tides, providing an ecological context for our observations of high densities of porpoises. Remote sensing revealed the existence of a headland wake in the focal region of another porpoise near Campobello Island. These results support the hypothesis that regions of enhanced relative vorticity, like island and headland wakes, aggregate prey and represent important foraging habitat for harbour porpoises in the Bay of Fundy.",2005-01-01,Bruna,Excluded,"Non-fish species,Not acoustic telemetry,__EXR__Non-fish species,__EXR__Not acoustic telemetry",
rayyan-231267548,"Bonnin, L and Robbins, WD and Boussarie, G and Kiszka, JJ and Dagorn, L and Mouillot, D and Vigliola, L",10.1007/s00338-019-01858-w,Repeated long-range migrations of adult males in a common Indo-Pacific reef shark,"The grey reef shark, Carcharhinus amblyrhynchos, is one of the most abundant coral reef sharks throughout the Indo-Pacific. However, this species has been critically impacted across its range, with well-documented population declines of > 90% attributed to human activities. A key knowledge gap in the successful implementation of grey reef shark conservation plans is the understanding of large-scale movement patterns, along with the associated biological and ecological drivers. To address this shortfall, we acoustically monitored 147 adult and juvenile grey reef sharks of all sexes for more than 2 yr across the New Caledonian archipelago, West Pacific. Here, we document multiple adult males undertaking return journeys of up to nearly 700 km in consecutive years. This constitutes the first evidence of repeated long-range migrations for this species. Although only a limited number of adult males were definitively tracked undertaking migrations, similar timing in changes in the detection patterns of a further 13 animals, mostly adult males, suggests this behavior may be more common than previously thought. The paucity of evidence for juvenile migrations and timing of adult movements suggest that mating is the motivation behind these migrations. Our results have important implications for management, given the potential of mature individuals to recurrently travel outside managed or protected areas. Future management of this species clearly needs to consider the importance of large-scale migratory behaviors when developing management plans.",2019-12-01,Bruna,Excluded,"Elasmo,__EXR__Elasmo",
rayyan-231267549,"Talandier, J and Okal, EA",,On the mechanism of conversion of seismic waves to and from T waves in the vicinity of island shores,"High-frequency seismic records from the Polynesian Seismic Network are used to investigate in detail the processes of conversion of acoustic (T-wave) energy from and to seismic waves at island shores. On the source side, we study the seismic-to-acoustic conversion based on T phases from Hawaiian events recorded at Polynesian stations located on the coral platter; on the receiver side, we study the acoustic-to-seismic conversion based on T phases from marine sources recorded across the Polynesian islands. In both instances, our results underline the importance of steep slopes (typically 50 degrees) in allowing an efficient conversion between P waves in the island structure and T waves in the water column. These slopes can be coral reefs or the heads of young, presumably unconsolidated, basalt flows. Under this geometry, modeling based on raytracing indicates that the seismic record of the T phase consists of a P wave at distances from the conversion point greater than 9 km; at shorter distances, S waves and surface waves are generated. In the absence of a steep slope, only surface waves are present. These models can be used to compute precise and predictable travel-time station corrections, allowing the use of seismometers located inland to exploit the superb detection and location capabilities of T waves.",1998-04-01,Bruna,Excluded,"Not acoustic telemetry,__EXR__Not acoustic telemetry",
